name,Avg_Income,Price_per_m2,Total_Jobs,Pop_Density,Total_Population,PT_Share,avg_travel_time_ic,avg_destinations,avg_transit_distance,canton_code,canton,grid_cell_count,employment_density
Vionnaz,64840.0,4593.75,995.0,142.00666418036474,3024.0,,72.24989375265618,8.285592860178495,741.893591720421,VS,Valais / Wallis,2353,329.0343915343915
