name,Avg_Income,Price_per_m2,Total_Jobs,Pop_Density,Total_Population,PT_Share,avg_travel_time_ic,avg_destinations,canton,canton_code,employment_density
Küssnacht (Sz),99227.0,,7500.0,484.3126745182025,14148.0,15.3,165.87534868498992,13,LU,LU,530.1102629346905
Les Montets,66921.0,,319.0,150.6194895528569,1572.0,,177.92439242046538,5,JU,JU,202.9262086513995
Montagny (Fr),63419.0,,588.0,174.2877103413135,3037.0,,200.0,10,TG,TG,193.6121172209417
Mézières (Fr),66990.0,,279.0,138.9027302102121,1163.0,,200.0,5,BL,BL,239.89681857265694
Siviriez,69145.0,,631.0,134.73453750754337,2675.0,,185.01588140728546,10,NW,NW,235.88785046728972
Torny,68805.0,,134.0,107.37290516810307,1095.0,,179.35339146676316,12,VD,VD,122.3744292237443
Bas-Intyamon,61765.0,,799.0,55.15290015182545,1726.0,,181.17986218910335,6,OW,OW,462.920046349942
Vuisternens-Devant-Romont,67744.0,,790.0,98.24642357416171,2383.0,,188.09028096786614,9,UR,UR,331.514897188418
La Sonnaz,74784.0,,222.0,217.68347583221282,1458.0,,162.18233669125502,13,GE,GE,152.2633744855967
Le Flon,64710.0,,181.0,129.4052205870135,1211.0,,174.671208538316,13,FR,FR,149.4632535094963
La Verrerie,66117.0,,334.0,101.03675687278215,1350.0,,153.82690066404703,9,TI,TI,247.40740740740742
Saint-Martin (Fr),72870.0,,234.0,106.08649120761162,1043.0,,184.78636960362064,8,NW,NW,224.352828379674
Acquarossa,56660.0,,828.0,29.51062050014899,1796.0,,189.380019168119,6,ZH,ZH,461.0244988864143
Maggia,57364.0,5642.903225806452,809.0,24.171684441841524,2674.0,,172.48522317096953,12,TI,TI,302.54300673148845
Lavizzara,60395.0,,212.0,2.666098520001332,498.0,,200.0,6,FR,FR,425.70281124497996
Castel San Pietro,74654.0,4075.1666666666665,1701.0,171.7153666730383,2262.0,,159.66243242000118,12,AI,AI,751.9893899204244
Ernen,61095.0,,166.0,15.061311685619135,544.0,,157.8713851144343,12,UR,UR,305.14705882352945
Cugy (Fr),67584.0,,441.0,226.84556229788998,2030.0,,180.78642396150704,9,SH,SH,217.24137931034483
Delley-Portalban,72527.0,,240.0,174.72726293967673,1319.0,,193.72101332100982,4,AI,AI,181.9560272934041
Wilchingen,68923.0,7350.0,869.0,74.8997542421844,1738.0,,200.0,8,UR,UR,500.0
Cadenazzo,56906.0,,2038.0,381.5669769131877,3132.0,,168.770351457571,11,NE,NE,650.7024265644955
Alto Malcantone,64271.0,,191.0,60.757826689916655,1390.0,,195.49562867099846,1,JU,JU,137.41007194244602
Lully (Fr),69392.0,,400.0,246.1459635525287,1226.0,,176.62171973922062,9,JU,JU,326.2642740619902
Bulle,67237.0,,17315.0,1111.6351190313217,27101.0,15.7,164.7310144002078,10,GR,GR,638.906313420169
Ried Bei Kerzers,76550.0,,958.0,200.51656113611355,1237.0,,190.97507195119718,2,LU,LU,774.4543249797898
Botterens,74604.0,6538.9655172413795,183.0,194.88137760806097,759.0,,187.56933754521106,4,TG,TG,241.10671936758894
Erlinsbach (So),69970.0,,693.0,396.92550597510467,3736.0,,151.83242671966792,16,BS,BS,185.49250535331907
Erlinsbach (Ag),89019.0,,1292.0,482.5737460637446,4639.0,,196.6488025807694,10,FR,FR,278.5082992024143
Ehrendingen,79579.0,,877.0,653.6058671737064,4928.0,,193.24986163253462,7,SH,SH,177.96266233766232
Villigen,71886.0,,1588.0,180.5440445127255,2231.0,,168.56470397079838,10,BL,BL,711.7884356790677
Aigle,59881.0,12600.0,6445.0,591.6840697069487,11752.0,33.8,179.19233614942107,11,NE,NE,548.4172906739278
Bex,60670.0,,2700.0,90.42365014256197,8841.0,,186.3872553829104,7,SG,SG,305.39531727180184
Villarzel,68108.0,,121.0,64.78167275692839,523.0,,183.17959341013153,7,TI,TI,231.35755258126196
Rovray,75697.0,,45.0,62.0916732345681,194.0,,171.04561398344438,8,AI,AI,231.95876288659795
Maracon,76784.0,,98.0,137.56791055619746,569.0,,168.36433497127746,7,SO,SO,172.23198594024606
Cudrefin,76967.0,4231.818181818182,383.0,121.23098704075906,1885.0,,178.24184840556424,9,AI,AI,203.18302387267906
Lussery-Villars,73547.0,,61.0,139.0900021810496,470.0,,196.01224722153822,6,JU,JU,129.7872340425532
Romainmôtier-Envy,63542.0,,192.0,75.8536537224065,560.0,,187.29711071294523,8,AI,AI,342.85714285714283
Montreux,71913.0,11025.0,12994.0,843.0678794437641,26955.0,44.8,164.82670665631014,12,BL,BL,482.0626970877388
Bercher,77091.0,,464.0,298.5374662854243,1344.0,,188.1768169269219,5,AG,AG,345.23809523809524
Rances,83241.0,,111.0,56.644046143197045,509.0,,136.6342326428499,21,AR,AR,218.0746561886051
Penthalaz,68749.0,8883.91304347826,1465.0,882.8601436980947,3169.0,,187.16320767991263,4,GE,GE,462.29094351530455
Penthaz,80881.0,8363.793103448275,668.0,569.0004461314552,1945.0,,147.41849336488946,19,NW,NW,343.4447300771208
Penthéréaz,82065.0,,99.0,75.39754451238699,430.0,,173.7117004245357,8,SH,SH,230.2325581395349
Perroy,104284.0,9065.0,475.0,556.4968104195596,1584.0,,156.8618714430852,12,SG,SG,299.87373737373736
Payerne,59873.0,6998.478260869565,7143.0,429.4462058221885,10758.0,12.9,155.68688704103687,11,GR,GR,663.9709983268266
Oulens-Sous-Echallens,85744.0,,148.0,105.17355336873246,603.0,,196.2208450899647,4,FR,FR,245.43946932006634
Orzens,66965.0,,69.0,48.37477702957621,214.0,,172.4412415645765,14,AI,AI,322.4299065420561
Pailly,85640.0,,208.0,105.70212406120429,575.0,,183.99996825910497,10,AR,AR,361.7391304347826
Paudex,94214.0,,1547.0,2327.6620031158895,1509.0,,152.73656168251588,18,AI,AI,1025.1822398939696
Premier,64776.0,,49.0,34.32563008984734,228.0,,186.77273268378156,10,LU,LU,214.91228070175438
Préverenges,83724.0,,1735.0,2972.383673702344,5260.0,,147.23367450348826,13,AG,AG,329.84790874524714
Prévonloup,71301.0,,34.0,127.99561921080684,230.0,,159.30306280099026,13,GE,GE,147.82608695652175
Provence,55364.0,4410.0,176.0,13.171886582262893,409.0,,194.8025770087866,4,SO,SO,430.3178484107579
Puidoux,78816.0,,2569.0,122.56194354394658,2974.0,,171.20361883231305,15,SH,SH,863.8197713517148
Pully,100998.0,,6103.0,3303.99092442497,19538.0,49.8,118.94756450433593,19,VD,VD,312.3656464325929
Prilly,63617.0,,6988.0,5526.942980602631,12758.0,46.6,110.5012009293422,28,AI,AI,547.7347546637404
Poliez-Pittet,73625.0,,503.0,179.08707519097266,850.0,,200.0,8,SO,SO,591.7647058823529
Pompaples,67939.0,,542.0,209.59700254481555,932.0,,190.36985245282105,13,OW,OW,581.5450643776824
Pomy,84052.0,,288.0,170.85183781284684,876.0,,172.82899189647023,10,BS,BS,328.7671232876712
Renens (Vd),59115.0,,16647.0,8987.249879007359,21541.0,39.9,72.18720163132033,36,BL,BL,772.8053479411356
Prangins,109730.0,,2045.0,758.3010753547269,4271.0,,166.5289466644989,19,AR,AR,478.810583001639
Saubraz,85069.0,,35.0,110.90434054033737,447.0,,200.0,3,ZH,ZH,78.29977628635346
Savigny,86823.0,,1514.0,225.7720060943677,3517.0,,183.16093232196113,4,TG,TG,430.48052317315893
Saint-Oyens,92702.0,,69.0,137.52051711325475,457.0,,184.8898511595481,3,OW,OW,150.98468271334792
Saint-Prex,93466.0,,3045.0,966.4670537313661,5865.0,,184.43166252818688,11,AR,AR,519.1815856777495
Saint-Saphorin (Lavaux),95994.0,,80.0,256.8450534098338,387.0,,180.65906191644189,4,SO,SO,206.71834625322995
Saint-Sulpice (Vd),119209.0,,1737.0,1996.5375275467957,5155.0,,153.33428080803623,14,TG,TG,336.9544131910766
Sainte-Croix,56339.0,,1990.0,123.32869614655911,5139.0,,175.6559679257903,12,VS,VS,387.2348705973925
Senarclens,89318.0,,153.0,98.76676321460712,480.0,,177.80755319096824,11,AR,AR,318.75
Sergey,65890.0,,22.0,90.87787687414269,133.0,,178.41328437657614,11,BS,BS,165.41353383458645
Signy-Avenex,93453.0,,717.0,318.47976199923573,608.0,,187.2881527666884,9,UR,UR,1179.2763157894738
Saint-Livres,85714.0,,110.0,105.51490239355022,715.0,,179.58373531804853,13,GL,GL,153.84615384615387
Rivaz,82497.0,,87.0,585.4988485782521,329.0,,184.31548406133518,6,OW,OW,264.4376899696049
Roche (Vd),61071.0,,626.0,300.1370334780734,1994.0,,175.37232968117812,8,LU,LU,313.9418254764293
Rolle,95262.0,,4851.0,2143.974440153035,6540.0,,156.71655680649536,12,FR,FR,741.743119266055
Romanel-Sur-Lausanne,69474.0,,1758.0,1597.0561830394186,4321.0,,131.80668879789897,23,JU,JU,406.85026614209676
Romanel-Sur-Morges,96391.0,,523.0,267.7889422041861,454.0,,190.6972232008683,10,AI,AI,1151.9823788546255
Ropraz,74988.0,0.0,211.0,142.52658490570857,530.0,,183.57941300398434,10,SO,SO,398.11320754716985
Rossinière,65628.0,,151.0,22.321661221866265,499.0,,194.72428840930044,10,BS,BS,302.60521042084173
Rossenges,94773.0,,15.0,127.96085241613994,91.0,,135.10451232833333,16,ZH,ZH,164.83516483516485
Saint-Barthélemy (Vd),77819.0,,324.0,206.64968455569885,834.0,,200.0,10,LU,LU,388.48920863309354
Saint-Cergue,79133.0,,437.0,120.42382462705234,3009.0,,176.54052821408285,15,TI,TI,145.23097374543036
Saint-George,96335.0,,225.0,95.57919689159829,1081.0,,195.54069806108907,8,AI,AI,208.14061054579093
Rennaz,62783.0,,3269.0,471.46623265939496,949.0,,159.0288925334282,20,SG,SG,3444.6786090621704
Novalles,66344.0,,31.0,52.9533348736426,106.0,,188.59610728601857,3,ZH,ZH,292.45283018867923
Rougemont,71085.0,,460.0,18.413597878074057,813.0,,163.99751098583056,11,NW,NW,565.8056580565806
Rueyres,80139.0,,97.0,187.29366506902295,304.0,,168.51456812292986,10,AR,AR,319.0789473684211
Noville,74324.0,,825.0,117.3184705475842,1215.0,,200.0,7,GL,GL,679.0123456790124
Lignerolle,71629.0,5195.689655172414,86.0,44.22597304095968,461.0,,176.64387912243615,7,ZG,ZG,186.55097613882862
Lonay,96993.0,,1565.0,771.2346948418391,2734.0,,174.46733776563048,13,VD,VD,572.4213606437454
Lovatens,63679.0,,33.0,44.01588249809428,146.0,,192.55752912342248,11,FR,FR,226.02739726027397
Longirod,84599.0,,90.0,58.38150814030904,556.0,,186.77776841961105,10,GE,GE,161.8705035971223
Leysin,63729.0,6311.151960784313,1507.0,254.1279381719714,3659.0,,179.3645219825226,10,BE,BE,411.861164252528
Les Clées,74504.0,,23.0,27.81808357042364,193.0,,185.16581417521007,5,UR,UR,119.17098445595855
Marchissy,83084.0,,83.0,42.14908388177962,508.0,,200.0,3,TG,TG,163.38582677165354
Mauborget,66516.0,,28.0,30.074221103599466,145.0,,178.80136503023215,14,AG,AG,193.10344827586206
Mathod,67405.0,,187.0,101.2456072498558,725.0,,181.869763599312,11,GR,GR,257.9310344827586
Lully (Vd),113672.0,,200.0,437.58041063466953,836.0,,190.774079144784,7,GR,GR,239.23444976076556
Lussy-Sur-Morges,149177.0,,273.0,339.2945834380357,719.0,,192.7190127112864,5,FR,FR,379.69401947148816
Luins,104050.0,,181.0,265.4892866894241,633.0,,194.7840115420071,1,OW,OW,285.9399684044234
Le Vaud,103387.0,,247.0,490.8832001419144,1367.0,,183.98680435151627,5,VS,VS,180.68763716166788
Lutry,109843.0,13095.867374005305,3555.0,1324.4024759464685,10751.0,,147.74676713767565,22,SH,SH,330.66691470560875
Jongny,96069.0,,257.0,733.7839177629181,1928.0,,196.13479075977654,2,AR,AR,133.298755186722
Juriens,63647.0,,54.0,36.27334825877607,348.0,,162.39970760813773,14,SH,SH,155.17241379310346
Jouxtens-Mézery,186004.0,8960.95890410959,199.0,852.5414734316236,1478.0,,174.81731950054535,14,LU,LU,134.64140730717187
Lavey-Morcles,61055.0,,392.0,72.78276885515608,1015.0,,167.86402253848746,8,SH,SH,386.2068965517241
Le Chenit,64872.0,3089.491525423729,6903.0,47.07132640446644,4753.0,,178.50956231667197,10,VD,VD,1452.3458868083317
Le Mont-Sur-Lausanne,94468.0,12340.263157894737,8988.0,1036.4572280331502,9531.0,32.2,173.10996045054614,14,SH,SH,943.0280138495436
Le Lieu,67007.0,,778.0,26.311473871155748,918.0,,184.52895421286448,9,TI,TI,847.4945533769063
Lausanne,69177.0,14719.198830409356,131981.0,3424.4615050297857,144873.0,53.8,147.2500211232809,25,NE,NE,911.0117137078682
Lavigny,93498.0,,945.0,265.83868840657885,1099.0,,200.0,1,VD,VD,859.8726114649681
La Chaux (Cossonay),80962.0,,58.0,60.00592975264153,432.0,,186.1270130434003,11,AR,AR,134.25925925925927
L'Isle,67775.0,,253.0,69.08942350180943,1094.0,,175.55796758332843,10,OW,OW,231.2614259597806
L'Abergement,83003.0,,39.0,46.34255939313904,270.0,,193.9412633799414,9,AI,AI,144.44444444444443
L'Abbaye,67919.0,,654.0,49.12706300669852,1541.0,,197.29023012635884,7,VS,VS,424.39974042829334
La Praz,72536.0,,31.0,42.801059711438526,207.0,,161.10626224568233,11,AG,AG,149.7584541062802
La Tour-De-Peilz,78852.0,,3588.0,4028.114427751985,12812.0,47.8,142.99195621529583,18,SH,SH,280.04995316890415
La Sarraz,71206.0,,758.0,333.92774408519415,2615.0,,186.7149733800705,2,AR,AR,289.8661567877629
La Rippe,117315.0,,254.0,69.31759522540868,1196.0,,174.7542601496886,12,SG,SG,212.37458193979933
Nyon,87613.0,,18180.0,3047.038982356051,23351.0,46.5,165.8648128341344,14,ZG,ZG,778.5533810115198
Mutrux,61014.0,,24.0,45.38096853627911,145.0,,177.2400979033312,12,FR,FR,165.51724137931035
Ollon,80443.0,9922.5,3165.0,140.01228671256575,8221.0,,180.29443153434545,13,UR,UR,384.98966062522805
Ogens,67036.0,,95.0,106.14759558575417,341.0,,176.20124793869695,11,TG,TG,278.5923753665689
Oppens,78118.0,,230.0,56.00870075757313,202.0,,179.6033096668466,10,BE,BE,1138.6138613861385
Orny,75116.0,,112.0,88.24349075408419,497.0,,162.55756120301734,11,SG,SG,225.35211267605635
Ormont-Dessus,66967.0,,799.0,24.61697139187543,1433.0,,158.12717424313897,12,OW,OW,557.5715282623867
Ormont-Dessous,60934.0,,427.0,19.561387852118273,1242.0,,200.0,9,ZG,ZG,343.8003220611916
Orges,72213.0,,149.0,110.3225714537364,424.0,,166.0452507957727,17,VD,VD,351.41509433962267
Onnens (Vd),75474.0,,213.0,108.80889742699914,513.0,,163.89606325570495,12,UR,UR,415.2046783625731
Orbe,63954.0,9079.411764705883,4815.0,704.0620266466915,7978.0,,139.671719623254,19,ZG,ZG,603.5347204813236
Mex (Vd),88955.0,,1833.0,257.14231090321636,807.0,,167.48940533979345,10,LU,LU,2271.375464684015
Molondin,60782.0,,105.0,46.490040804948265,269.0,,159.6319255625343,18,ZH,ZH,390.3345724907063
Mollens (Vd),71272.0,,74.0,26.494845955163115,324.0,,200.0,7,SO,SO,228.39506172839504
Mies,150817.0,,895.0,803.9784393635219,2180.0,,185.97935521939104,14,ZH,ZH,410.55045871559633
Moiry,75563.0,,68.0,46.679705946476886,300.0,,169.15385239772692,9,GE,GE,226.66666666666666
Missy,64357.0,,77.0,138.37440066361904,383.0,,200.0,4,ZG,ZG,201.04438642297652
Mauraz,77779.0,,16.0,93.20740595442297,67.0,,193.67151036602345,7,JU,JU,238.80597014925374
Moudon,58755.0,,2902.0,385.3759612060406,6646.0,,170.73766789052456,13,BE,BE,436.6536262413482
Mont-La-Ville,79233.0,,95.0,25.351087202839043,496.0,,142.22847236628226,17,BL,BL,191.53225806451613
Morrens (Vd),82304.0,,173.0,292.20325810427636,1155.0,,200.0,2,BL,BL,149.7835497835498
Montcherand,89903.0,,63.0,161.19929639309157,489.0,,157.32536358024828,17,JU,JU,128.83435582822085
Morges,74552.0,,12373.0,4385.971976213517,17701.0,46.0,105.26529294580567,28,TG,TG,699.0000564939835
Montagny-Près-Yverdon,76133.0,4980.738636363636,2016.0,222.28327555360374,780.0,,192.81027831477644,4,BS,BS,2584.6153846153848
Mont-Sur-Rolle,101563.0,,532.0,667.3003433493045,2752.0,,200.0,9,NW,NW,193.3139534883721
Montricher,76784.0,,295.0,38.337773346189564,943.0,,200.0,9,LU,LU,312.831389183457
Montpreveyres,79225.0,,129.0,155.81997709493842,656.0,,186.68898836038542,8,BS,BS,196.64634146341464
Hermenches,67367.0,,55.0,77.33628137302793,373.0,,188.04750041358133,8,FR,FR,147.45308310991956
Ependes (Vd),65636.0,,140.0,68.40786647145457,379.0,,192.02932996719173,8,GR,GR,369.39313984168865
Epalinges,97876.0,,3934.0,2088.2304234195517,9905.0,,167.55723479749864,10,AR,AR,397.1731448763251
Etagnières,83880.0,,730.0,311.73522136865114,1191.0,,180.66856494812862,9,BS,BS,612.9303106633082
Etoy,90352.0,,3311.0,615.3835925686925,2962.0,,174.54778706440993,4,TI,TI,1117.8257933828495
Essertines-Sur-Rolle,108146.0,,99.0,110.21001747285061,785.0,,177.81205882305932,13,AG,AG,126.11464968152866
Eysins,102096.0,,1931.0,765.5963278996421,1774.0,,159.9607336513809,9,SH,SH,1088.500563697858
Henniez,65889.0,6885.789473684211,283.0,192.4611451109842,469.0,,173.6019933919503,15,FR,FR,603.411513859275
Essertines-Sur-Yverdon,79838.0,,189.0,110.95230940382517,1142.0,,153.34813081155045,14,JU,JU,165.49912434325745
Duillier,106322.0,,343.0,254.28821383051292,1140.0,,175.6313145745512,10,NW,NW,300.8771929824561
Dully,148356.0,,119.0,308.32602095075316,620.0,,161.6607404995421,12,TG,TG,191.93548387096774
Dompierre (Vd),70954.0,,50.0,77.19008782784681,240.0,,162.57401422228335,13,UR,UR,208.33333333333334
Eclépens,76712.0,7604.423076923077,1644.0,205.71034928767267,1210.0,,180.3593018800403,14,AI,AI,1358.6776859504132
Echallens,74605.0,,2870.0,1022.7857920607528,6719.0,,189.2146079891342,1,BS,BS,427.14689685965175
Echandens,93383.0,9377.586206896553,1641.0,907.7948062876671,2999.0,,183.42186040903383,13,AI,AI,547.1823941313771
Ecublens (Vd),72717.0,,17672.0,2307.836836419199,13364.0,36.8,130.10915102473686,22,GE,GE,1322.3585752768631
Grandson,77982.0,4971.594444444444,1614.0,424.1025273003962,3390.0,,160.32368129291433,10,SG,SG,476.1061946902655
Genolier,126484.0,,1090.0,385.72917096026816,2012.0,,189.71767483311646,4,VD,VD,541.7495029821073
Grens,115367.0,,372.0,153.47233111714317,391.0,,163.51983731067526,18,TI,TI,951.4066496163683
Grandcour,65498.0,,249.0,108.50283102340514,976.0,,175.40094477074103,8,UR,UR,255.12295081967213
Gimel,73175.0,,617.0,122.38436725750456,2457.0,,186.8627759679552,5,NW,NW,251.1192511192511
Gingins,128167.0,,340.0,104.30355989876908,1256.0,,164.29320679265558,16,GR,GR,270.70063694267515
Grandevent,85453.0,,24.0,68.43309231255012,241.0,,180.80844124323244,10,NW,NW,99.58506224066389
Gland,84328.0,,8011.0,1626.506083640927,13987.0,37.0,141.43316766196688,15,GL,GL,572.7461213984413
Gollion,76652.0,,318.0,192.52859031505335,1066.0,,168.79083504822754,13,OW,OW,298.31144465290805
Givrins,119290.0,11860.227272727272,194.0,253.16212651919497,1068.0,,181.91599144799466,6,VD,VD,181.64794007490636
Grancy,103658.0,,83.0,108.78982341975956,538.0,,154.87226021035454,18,VS,VS,154.27509293680296
Gilly,108666.0,,336.0,191.09169251742085,1441.0,,184.43487190965178,12,VS,VS,233.17140874392783
Giez,83010.0,,101.0,89.92785170051945,464.0,,178.68789477974912,11,AR,AR,217.67241379310346
Fiez,76884.0,,52.0,73.28289649291297,432.0,,187.45980101546635,9,SH,SH,120.37037037037037
Féchy,141393.0,,371.0,347.5314161999341,923.0,,179.40081833305845,15,LU,LU,401.9501625135428
Fey,78457.0,,209.0,105.9447016445352,789.0,,199.2617476378466,5,AG,AG,264.89226869455007
Ferreyres,92990.0,,48.0,87.65562178391423,309.0,,180.88676513858337,6,SO,SO,155.3398058252427
Gryon,73084.0,,434.0,93.49776013158872,1519.0,,172.50063076464568,13,GL,GL,285.7142857142857
Froideville,79412.0,,310.0,425.99041014259905,2729.0,,176.9810170912338,16,NE,NE,113.59472334188348
Faoug,75821.0,,179.0,261.6653769409249,895.0,,185.17167451470974,5,BL,BL,200.0
Founex,147345.0,,992.0,907.2681752601976,3763.0,,170.38602348017633,11,VS,VS,263.61945256444324
Fontaines-Sur-Grandson,69572.0,,23.0,23.516092926794133,219.0,,180.34937856903554,11,GE,GE,105.0228310502283
Forel (Lavaux),76989.0,,1244.0,113.95803870625465,2087.0,,168.17829951553702,12,GE,GE,596.0709151892669
Bettens,78875.0,,95.0,177.43638212160903,646.0,,168.04010241334268,9,BL,BL,147.05882352941177
Bioley-Magnoux,68080.0,,47.0,61.81982407809985,257.0,,158.2642151725387,18,AI,AI,182.8793774319066
Bière,64822.0,,513.0,66.86768237834845,1669.0,,200.0,12,VS,VS,307.36968244457756
Belmont-Sur-Yverdon,70657.0,,68.0,74.43870913241685,445.0,,160.50131041617203,14,NE,NE,152.80898876404495
Belmont-Sur-Lausanne,111819.0,,540.0,1286.2323691299632,3915.0,,154.9339465895222,12,BE,BE,137.9310344827586
Begnins,100339.0,,419.0,397.3370412917144,2035.0,,164.697502717587,8,UR,UR,205.8968058968059
Berolle,79378.0,,66.0,37.776648495641595,303.0,,193.001595089773,7,BL,BL,217.82178217821783
Bougy-Villars,130173.0,,83.0,273.5237037025212,514.0,,172.4626048164617,14,UR,UR,161.4785992217899
Boussens,89058.0,,170.0,339.4453173332892,1006.0,,194.85053429034429,8,AG,AG,168.98608349900596
Bournens,86606.0,,59.0,156.51299654742942,531.0,,168.12008188801516,12,NW,NW,111.1111111111111
Boulens,69537.0,,61.0,91.20418346412353,368.0,,183.15280580757573,7,AI,AI,165.76086956521738
Bretonnières,72100.0,,61.0,46.33641819664874,261.0,,166.94982015396602,9,ZG,ZG,233.71647509578546
Bremblens,108734.0,,364.0,209.5983051894697,614.0,,200.0,8,SO,SO,592.8338762214984
Bottens,78969.0,,246.0,184.89618058976555,1354.0,,160.0844917719547,17,GL,GL,181.68389955686854
Bretigny-Sur-Morrens,78065.0,,268.0,326.9698478517281,899.0,,180.92411217273298,5,VS,VS,298.1090100111234
Bofflens,72561.0,,57.0,45.29586580103247,200.0,,188.9985563080031,12,FR,FR,285.0
Borex,114014.0,,124.0,567.3892297542675,1146.0,,179.7395773596068,11,BE,BE,108.2024432809773
Bogis-Bossey,113843.0,10759.583333333332,93.0,274.37986965433396,991.0,,174.09776260231467,15,TI,TI,93.84460141271443
Bonvillars,77133.0,6184.137931034483,134.0,64.22191904847041,517.0,,177.32856560413327,6,VS,VS,259.1876208897486
Arnex-Sur-Orbe,71031.0,,181.0,96.45025536386414,694.0,,179.56518539717086,5,GE,GE,260.806916426513
Arnex-Sur-Nyon,108146.0,8174.634146341464,36.0,146.11453052183722,270.0,,176.13610207774576,10,AI,AI,133.33333333333334
Aclens,82077.0,,1897.0,144.34162331277597,585.0,,192.81955528743052,8,SO,SO,3242.735042735043
Allaman,92742.0,,354.0,180.98008713980755,430.0,,200.0,10,AI,AI,823.2558139534883
Agiez,63999.0,,60.0,68.31656057704721,372.0,,170.86676200007685,14,BS,BS,161.29032258064515
Ballens,72435.0,,330.0,72.47171803720302,579.0,,158.63466601166664,14,NW,NW,569.9481865284974
Ballaigues,60904.0,,982.0,124.07795334944002,1218.0,,177.26843271626342,7,GR,GR,806.23973727422
Bavois,68368.0,,256.0,118.21281272034746,1041.0,,200.0,9,VD,VD,245.91738712776177
Baulmes,67342.0,,378.0,50.23207417363952,1165.0,,167.38044138226368,9,SG,SG,324.4635193133047
Bassins,99774.0,,234.0,67.80845031834193,1483.0,,200.0,10,VD,VD,157.78826702629806
Corcelles-Le-Jorat,77892.0,,95.0,60.8084785785683,499.0,,200.0,4,VS,VS,190.3807615230461
Corbeyrier,61813.0,,120.0,18.243679740516754,452.0,,171.49686029852617,16,NE,NE,265.4867256637168
Coppet,156741.0,9003.75,924.0,1503.4190922595546,3232.0,,171.38324385488062,13,NE,NE,285.8910891089109
Concise,74752.0,,225.0,90.16014083069528,1025.0,,200.0,5,VD,VD,219.5121951219512
Commugny,147141.0,,280.0,447.61746457904985,2973.0,,169.21278149275503,10,OW,OW,94.18096199125463
Corseaux,116198.0,,468.0,1850.7675100954582,2320.0,,155.83006525378724,14,LU,LU,201.72413793103448
Corcelles-Près-Concise,74601.0,,130.0,104.8032120440905,434.0,,170.08745674420862,13,BS,BS,299.5391705069124
Corcelles-Près-Payerne,60919.0,,868.0,278.7683152045119,2982.0,,161.60563564308208,14,FR,FR,291.07981220657274
Chexbres,86188.0,,783.0,1192.0267591818615,2261.0,,156.66364921033724,13,VS,VS,346.3069438301636
Chevroux,71555.0,,109.0,130.16315583842749,494.0,,160.16410132415086,13,LU,LU,220.64777327935224
Chessel,59134.0,,102.0,151.1750055794191,527.0,,178.79462252093245,10,TG,TG,193.54838709677418
Chéserex,111215.0,,232.0,110.37980534577423,1279.0,,167.19941927183694,6,OW,OW,181.391712275215
Cheseaux-Sur-Lausanne,75294.0,,2007.0,1047.0043837233263,4847.0,,171.5649249390682,13,GR,GR,414.070559108727
Cheseaux-Noréaz,120065.0,,260.0,118.76945680681479,736.0,,155.31482133665085,12,VS,VS,353.26086956521743
Chevilly,85478.0,,36.0,95.55719788735739,346.0,,183.8814103957151,5,BL,BL,104.04624277456648
Chigny,139286.0,,67.0,402.25184413315685,420.0,,187.92044726145969,3,GL,GL,159.52380952380952
Clarmont,77669.0,,45.0,201.68539996735882,228.0,,147.80079681374832,11,SH,SH,197.3684210526316
Coinsins,103683.0,,262.0,245.02433011339573,519.0,,182.82299795115,5,NW,NW,504.8169556840077
Daillens,85732.0,,871.0,175.85360131584022,1097.0,,196.41671734382194,4,OW,OW,793.9835916134913
Démoret,60763.0,,77.0,42.959886516369146,173.0,,161.3739513010722,19,UR,UR,445.08670520231215
Curtilles,68579.0,,66.0,55.603350968441575,308.0,,200.0,3,NE,NE,214.28571428571428
Denges,87180.0,,903.0,1186.065096178213,1830.0,,172.75614553029808,12,AI,AI,493.4426229508197
Denens,114222.0,,114.0,246.71777249096837,742.0,,166.61764216639946,14,SO,SO,153.63881401617252
Cugy (Vd),88401.0,,1245.0,785.0938647745538,2787.0,,170.21111625985858,12,JU,JU,446.71689989235733
Cossonay,72616.0,,1803.0,581.8456314666113,4893.0,,181.7424853804386,9,GE,GE,368.4855916615573
Cuarny,72441.0,,52.0,54.13239030666337,241.0,,180.53112152968555,6,AG,AG,215.76763485477179
Cuarnens,80828.0,,142.0,79.44068096381795,561.0,,187.18350499995557,12,BS,BS,253.11942959001783
Croy,68551.0,,115.0,110.12954021326871,403.0,,164.94177043415758,18,TI,TI,285.35980148883374
Crissier,70289.0,,10867.0,1727.7616634027033,10676.0,40.8,162.8282043902174,8,SG,SG,1017.8905957287374
Corsier-Sur-Vevey,68453.0,,1913.0,475.6508231148033,3385.0,,153.3739999608769,12,TG,TG,565.1403249630724
Crassier,108444.0,,406.0,600.3511701197453,1275.0,,171.48796364366032,11,GL,GL,318.4313725490196
Cronay,69225.0,,75.0,66.61016790140445,426.0,,165.6900013720219,10,VD,VD,176.056338028169
Bursinel,111947.0,,82.0,333.68060368591625,532.0,,165.1672540326578,14,GE,GE,154.13533834586465
Bursins,95379.0,,492.0,251.81124674408676,814.0,,195.67607936422877,4,OW,OW,604.4226044226044
Bussy-Sur-Moudon,67117.0,,39.0,96.19806520723431,262.0,,195.28054369176593,13,AI,AI,148.85496183206106
